Sample,Family ID,Population,Population Description,Gender,Relationship,Unexpected Parent/Child ,Non Paternity,Siblings,Grandparents,Avuncular,Half Siblings,Unknown Second Order,Third Order,Other Comments
NA19670,m002,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19676,m004,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19678,m009,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,NA19675,,,NA19677,,,,,
NA19679,m009,MXL,"Mexican Ancestry in Los Angeles, California",male,father,NA19675,,,NA19677,,,,,
NA19681,m010,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19682,m010,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19684,m011,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19700,2367,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19701,2367,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19703,2368,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19704,2368,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19707,2369,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19711,2371,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19712,2371,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19713,2436,ASW,African Ancestry in Southwest US,female,mother,,,NA19985,,NA19714(niece/nephew),,,,
NA19716,m014,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19717,m014,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19719,m015,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19720,m015,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19722,m016,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19723,m016,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19725,m017,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19726,m017,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,NA19738,,
NA19728,m018,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19729,m018,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19731,m019,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19732,m019,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19734,2393,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19735,2393,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19740,2395,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19741,2395,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19746,m023,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19747,m023,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19749,m024,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19750,m024,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19752,2401,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19755,m026,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19756,m026,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19758,m027,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19759,m027,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19761,m028,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19762,m028,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19764,2405,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19770,m031,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19771,m031,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19773,m033,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19774,m033,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19776,m034,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19777,m034,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19779,m035,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19780,m035,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19782,m036,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19783,m036,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19785,m032,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19786,m032,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19788,m037,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19789,m037,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19792,2414,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19794,m039,MXL,"Mexican Ancestry in Los Angeles, California",female,mother,,,,,,,,,
NA19795,m039,MXL,"Mexican Ancestry in Los Angeles, California",male,father,,,,,,,,,
NA19818,2418,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19819,2418,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19834,2424,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19835,2424,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19900,2425,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19901,2425,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19904,2426,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19908,2427,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19909,2427,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19913,2426a,ASW,African Ancestry in Southwest US,female,,,,,,,,,,
NA19914,2430,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19916,2431,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19917,2431,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19920,2433,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19921,2433,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19922,2434,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19923,2434,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA19982,2436,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA19984,2437a,ASW,African Ancestry in Southwest US,male,father,,NA19714,,,,,,,
NA20126,2446,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20127,2446,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20274,2357a,ASW,African Ancestry in Southwest US,female,,,,,,,,,,
NA20276,2466,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20278,2467,ASW,African Ancestry in Southwest US,male,father,NA20279,,,,,,,,
NA20281,2469a,ASW,African Ancestry in Southwest US,male,not father,,NA20284,,,,,,,
NA20282,2469,ASW,African Ancestry in Southwest US,female,mother,NA20279,,NA20301,,,,"NA20302,NA20313",,
NA20287,2470,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20289,2471,ASW,African Ancestry in Southwest US,female,mother,,,NA20341,,,,,,
NA20291,2472,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20294,2474,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20296,2475,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20298,2476a,ASW,African Ancestry in Southwest US,male,father,,NA20300,,,,,,,
NA20299,2476,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20314,2479,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20317,2480,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20318,2480a,ASW,African Ancestry in Southwest US,male,,,,,,,,,,
NA20320,2481a,ASW,African Ancestry in Southwest US,female,,,,,,,,,,
NA20321,2481,ASW,African Ancestry in Southwest US,female,,,,NA20322,,,,,,
NA20332,2483,ASW,African Ancestry in Southwest US,female,mother,,,,,,,NA20343,,
NA20334,2484,ASW,African Ancestry in Southwest US,female,mother,,,NA20336,,NA20337(niece/nephew),,,,
NA20339,2486,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20340,2487,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20342,2488,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20346,2490,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20348,2491,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20351,2493,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20355,2484a,ASW,African Ancestry in Southwest US,female,,,,,,,,,,
NA20356,2494,ASW,African Ancestry in Southwest US,male,father,,,,,,,,,
NA20357,2494,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20359,2495,ASW,African Ancestry in Southwest US,female,mother,,,,,NA20363(niece/nephew),,,,
NA20362,2495a,ASW,African Ancestry in Southwest US,male,,,,,,,,,,
NA20412,2505,ASW,African Ancestry in Southwest US,female,mother,,,,,,,,,
NA20502,NA20502,TSI,Toscani in Italy,female,,,,,,,,,,
NA20503,NA20503,TSI,Toscani in Italy,female,,,,,,,,,,
NA20504,NA20504,TSI,Toscani in Italy,female,,,,,,,,,,
NA20505,NA20505,TSI,Toscani in Italy,female,,,,,,,,,,
NA20506,NA20506,TSI,Toscani in Italy,female,,,,,,,,,,
NA20507,NA20507,TSI,Toscani in Italy,female,,,,,,,,,,
NA20508,NA20508,TSI,Toscani in Italy,female,,,,,,,,,,
NA20509,NA20509,TSI,Toscani in Italy,male,,,,,,,,,,
NA20510,NA20510,TSI,Toscani in Italy,male,,,,,,,,,,
NA20511,NA20511,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20512,NA20512,TSI,Toscani in Italy,male,,,,,,,,,,
NA20513,NA20513,TSI,Toscani in Italy,male,,,,,,,,,,
NA20514,NA20514,TSI,Toscani in Italy,female,,,,,,,,,,
NA20515,NA20515,TSI,Toscani in Italy,male,,,,,,,,,,
NA20516,NA20516,TSI,Toscani in Italy,male,,,,,,,,,,
NA20517,NA20517,TSI,Toscani in Italy,female,,,,,,,,,,
NA20518,NA20518,TSI,Toscani in Italy,male,,,,,,,,,,
NA20519,NA20519,TSI,Toscani in Italy,male,,,,,,,,,,
NA20520,NA20520,TSI,Toscani in Italy,male,,,,,,,,,,
NA20521,NA20521,TSI,Toscani in Italy,male,,,,,,,,,,
NA20522,NA20522,TSI,Toscani in Italy,female,,,,,,,,,,
NA20524,NA20524,TSI,Toscani in Italy,male,,,,,,,,,,
NA20525,NA20525,TSI,Toscani in Italy,male,,,,,,,,,,
NA20527,NA20527,TSI,Toscani in Italy,male,,,,,,,,,,
NA20528,NA20528,TSI,Toscani in Italy,male,,,,,,,,,,
NA20529,NA20529,TSI,Toscani in Italy,female,,,,,,,,,,
NA20530,NA20530,TSI,Toscani in Italy,female,,,,,,,,,,
NA20531,NA20531,TSI,Toscani in Italy,female,,,,,,,,,,
NA20532,NA20532,TSI,Toscani in Italy,male,,,,,,,,,,
NA20533,NA20533,TSI,Toscani in Italy,female,,,,,,,,,,
NA20534,NA20534,TSI,Toscani in Italy,male,,,,,,,,,,
NA20535,NA20535,TSI,Toscani in Italy,female,,,,,,,,,,
NA20536,NA20536,TSI,Toscani in Italy,male,,,,,,,,,,
NA20537,NA20537,TSI,Toscani in Italy,male,,,,,,,,,,
NA20538,NA20538,TSI,Toscani in Italy,male,,,,,,,,,,
NA20539,NA20539,TSI,Toscani in Italy,male,,,,,,,,,,
NA20540,NA20540,TSI,Toscani in Italy,female,,,,,,,,,,
NA20541,NA20541,TSI,Toscani in Italy,female,,,,,,,,,,
NA20542,NA20542,TSI,Toscani in Italy,female,,,,,,,,,,
NA20543,NA20543,TSI,Toscani in Italy,male,,,,,,,,,,
NA20544,NA20544,TSI,Toscani in Italy,male,,,,,,,,,,
NA20581,NA20581,TSI,Toscani in Italy,male,,,,,,,,,,
NA20582,NA20582,TSI,Toscani in Italy,female,,,,,,,,,,
NA20585,NA20585,TSI,Toscani in Italy,female,,,,,,,,,,
NA20586,NA20586,TSI,Toscani in Italy,male,,,,,,,,,,
NA20587,NA20587,TSI,Toscani in Italy,female,unrel,,,,,,,,,
NA20588,NA20588,TSI,Toscani in Italy,male,,,,,,,,,,
NA20589,NA20589,TSI,Toscani in Italy,female,,,,,,,,,,
NA20752,NA20752,TSI,Toscani in Italy,male,,,,,,,,,,
NA20753,NA20753,TSI,Toscani in Italy,female,,,,,,,,,,
NA20754,NA20754,TSI,Toscani in Italy,male,,,,,,,,,,
NA20755,NA20755,TSI,Toscani in Italy,male,,,,,,,,,,
NA20756,NA20756,TSI,Toscani in Italy,female,,,,,,,,,,
NA20757,NA20757,TSI,Toscani in Italy,female,,,,,,,,,,
NA20758,NA20758,TSI,Toscani in Italy,male,,,,,,,,,,
NA20759,NA20759,TSI,Toscani in Italy,male,,,,,,,,,,
NA20760,NA20760,TSI,Toscani in Italy,female,,,,,,,,,,
NA20761,NA20761,TSI,Toscani in Italy,female,,,,,,,,,,
NA20762,NA20762,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20763,NA20763,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20764,NA20764,TSI,Toscani in Italy,female,unrel,,,,,,,,,
NA20765,NA20765,TSI,Toscani in Italy,male,,,,,,,,,,
NA20766,NA20766,TSI,Toscani in Italy,female,,,,,,,,,,
NA20767,NA20767,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20768,NA20768,TSI,Toscani in Italy,female,,,,,,,,,,
NA20769,NA20769,TSI,Toscani in Italy,female,,,,,,,,,,
NA20770,NA20770,TSI,Toscani in Italy,male,,,,,,,,,,
NA20771,NA20771,TSI,Toscani in Italy,female,,,,,,,,,,
NA20772,NA20772,TSI,Toscani in Italy,female,,,,,,,,,,
NA20773,NA20773,TSI,Toscani in Italy,female,,,,,,,,,,
NA20774,NA20774,TSI,Toscani in Italy,female,,,,,,,,,,
NA20775,NA20775,TSI,Toscani in Italy,female,,,,,,,,,,
NA20778,NA20778,TSI,Toscani in Italy,male,,,,,,,,,,
NA20783,NA20783,TSI,Toscani in Italy,male,,,,,,,,,,
NA20785,NA20785,TSI,Toscani in Italy,male,,,,,,,,,,
NA20786,NA20786,TSI,Toscani in Italy,female,,,,,,,,,,
NA20787,NA20787,TSI,Toscani in Italy,male,,,,,,,,,,
NA20790,NA20790,TSI,Toscani in Italy,female,,,,,,,,,,
NA20792,NA20792,TSI,Toscani in Italy,male,,,,NA20526,,,,,,
NA20795,NA20795,TSI,Toscani in Italy,female,,,,,,,,,,
NA20796,NA20796,TSI,Toscani in Italy,male,,,,,,,,,,
NA20797,NA20797,TSI,Toscani in Italy,female,,,,,,,,,,
NA20798,NA20798,TSI,Toscani in Italy,male,,,,,,,,,,
NA20799,NA20799,TSI,Toscani in Italy,female,,,,,,,,,,
NA20800,NA20800,TSI,Toscani in Italy,female,,,,,,,,,,
NA20801,NA20801,TSI,Toscani in Italy,male,,,,,,,,,,
NA20802,NA20802,TSI,Toscani in Italy,female,,,,,,,,,,
NA20803,NA20803,TSI,Toscani in Italy,male,,,,,,,,,,
NA20804,NA20804,TSI,Toscani in Italy,female,,,,,,,,,,
NA20805,NA20805,TSI,Toscani in Italy,male,,,,,,,,,,
NA20806,NA20806,TSI,Toscani in Italy,male,,,,,,,,,,
NA20807,NA20807,TSI,Toscani in Italy,female,,,,,,,,,,
NA20808,NA20808,TSI,Toscani in Italy,female,,,,,,,,,,
NA20809,NA20809,TSI,Toscani in Italy,male,,,,,,,,,,
NA20810,NA20810,TSI,Toscani in Italy,male,,,,,,,,,,
NA20811,NA20811,TSI,Toscani in Italy,male,,,,,,,,,,
NA20812,NA20812,TSI,Toscani in Italy,male,,,,,,,,,,
NA20813,NA20813,TSI,Toscani in Italy,female,,,,,,,,,,
NA20814,NA20814,TSI,Toscani in Italy,male,,,,,,,,,,
NA20815,NA20815,TSI,Toscani in Italy,male,,,,,,,,,,
NA20816,NA20816,TSI,Toscani in Italy,male,,,,,,,,,,
NA20818,NA20818,TSI,Toscani in Italy,female,,,,,,,,,,
NA20819,NA20819,TSI,Toscani in Italy,female,,,,,,,,,,
NA20821,NA20821,TSI,Toscani in Italy,female,unrel,,,,,,,,,
NA20822,NA20822,TSI,Toscani in Italy,female,unrel,,,,,,,,,
NA20826,NA20826,TSI,Toscani in Italy,female,,,,,,,,,,
NA20827,NA20827,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20828,NA20828,TSI,Toscani in Italy,female,,,,,,,,,,
NA20829,NA20829,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20831,NA20831,TSI,Toscani in Italy,male,unrel,,,,,,,,,
NA20832,NA20832,TSI,Toscani in Italy,female,,,,,,,,,,
NA20845,NA20845,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20846,NA20846,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20847,NA20847,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20849,NA20849,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20850,NA20850,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20851,NA20851,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20852,NA20852,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20853,NA20853,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20854,NA20854,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20856,NA20856,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20858,NA20858,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20859,NA20859,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20861,NA20861,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20862,NA20862,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20863,NA20863,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20864,NA20864,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20866,NA20866,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20867,NA20867,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20868,GIH001,GIH,"Gujarati Indian in Houston,TX",female,,NA20871,,,,,,,,
NA20869,NA20869,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20870,NA20870,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20872,NA20872,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20873,NA20873,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20874,NA20874,GIH,"Gujarati Indian in Houston,TX",female,,,,NA20879,,,,,,
NA20875,NA20875,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20876,NA20876,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20877,NA20877,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20878,NA20878,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20881,NA20881,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20882,NA20882,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20883,NA20883,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20884,NA20884,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20885,NA20885,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20886,GIH002,GIH,"Gujarati Indian in Houston,TX",female,,NA20898,,,,,,,,
NA20887,NA20887,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20888,NA20888,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20889,NA20889,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20890,NA20890,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20891,NA20891,GIH,"Gujarati Indian in Houston,TX",male,,,,,,NA20907(niece/nephew),,,,
NA20892,NA20892,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20894,NA20894,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20895,NA20895,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,NA20893,,
NA20896,NA20896,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20897,NA20897,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20899,NA20899,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20900,NA20900,GIH,"Gujarati Indian in Houston,TX",female,unrel,,,,,,,,,
NA20901,NA20901,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20902,NA20902,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20903,NA20903,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20904,NA20904,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20905,NA20905,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA20906,NA20906,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20908,NA20908,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA20910,GIH003,GIH,"Gujarati Indian in Houston,TX",female,,NA20909,,,,,,,,
NA20911,NA20911,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21086,NA21086,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21087,NA21087,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21088,NA21088,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21089,NA21089,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21090,NA21090,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21091,NA21091,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21092,NA21092,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21093,NA21093,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21094,NA21094,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21095,NA21095,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21097,NA21097,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21098,NA21098,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21099,NA21099,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21100,NA21100,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21101,NA21101,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21102,NA21102,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21103,NA21103,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21104,NA21104,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21105,NA21105,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21106,NA21106,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21107,NA21107,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21108,NA21108,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21109,NA21109,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21110,NA21110,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21111,NA21111,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21112,NA21112,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21113,NA21113,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21114,NA21114,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,NA21134,
NA21115,NA21115,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21116,NA21116,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21117,NA21117,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21118,NA21118,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21119,NA21119,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21120,NA21120,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21121,NA21121,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21122,NA21122,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21123,NA21123,GIH,"Gujarati Indian in Houston,TX",male,,,,,,,,,,
NA21124,NA21124,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21125,NA21125,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21126,NA21126,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21127,NA21127,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21128,NA21128,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21129,NA21129,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21130,NA21130,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21133,NA21133,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21135,NA21135,GIH,"Gujarati Indian in Houston,TX",male,unrel,,,,,,,,,
NA21137,NA21137,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21141,NA21141,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21142,NA21142,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21143,NA21143,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
NA21144,NA21144,GIH,"Gujarati Indian in Houston,TX",female,,,,,,,,,,
your_sample_1,your_sample_1,cohort,,,,,,,,,,,,
your_sample_2,your_sample_2,cohort,,,,,,,,,,,,
